name,level,category,refmet_id,biomapper_id,refmet_node,bm_node,refmet_in_kg,arm,n_candidates,bm_rank,refmet_rank,rank1_score,refmet_score,score_gap,outcome,refmet_has_RM,bm_has_RM
ornithine,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:18257,CHEBI:15729,CHEBI:18257,CHEBI:15729,True,unfiltered,50,1,2,2.4891,2.4627,0.0264,refmet_ranked_low,False,True
phenylacetylglutamine,CURATION,parent/child or substring (generic vs specific),CHEBI:17884,CHEBI:25982,CHEBI:17884,CHEBI:25982,True,unfiltered,50,1,3,4.8882,2.4832,2.405,refmet_ranked_low,True,False
phenylalanine,CURATION,multi-id (biomapper ambiguous set),CHEBI:28044,CHEBI:17295|CHEBI:58095,CHEBI:16998,CHEBI:17295,True,unfiltered,50,1,2,2.4878,2.4663,0.0216,refmet_ranked_low,True,True
phenylpropanolamine,MS1,divergent (different compound),CHEBI:8104,CHEBI:36,CHEBI:8104,CHEBI:36,True,unfiltered,50,3,4,2.491,2.4592,0.0318,refmet_ranked_low,False,True
phenylpyruvate,CURATION,parent/child or substring (generic vs specific),CHEBI:30851,CHEBI:26008,CHEBI:30851,CHEBI:26008,True,unfiltered,50,1,2,3.2639,2.489,0.7749,refmet_ranked_low,True,False
phosphate,CURATION,multi-id (biomapper ambiguous set),CHEBI:26078,CHEBI:18367|CHEBI:26020,CHEBI:26078,CHEBI:18367,True,unfiltered,50,1,,2.4825,,,refmet_absent,True,False
phytanate,CURATION,parent/child or substring (generic vs specific),CHEBI:16285,CHEBI:172542,CHEBI:16285,CHEBI:172542,True,unfiltered,50,,7,4.8932,0.8432,4.05,refmet_ranked_low,False,True
pipecolate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:17964,CHEBI:36110,CHEBI:17964,CHEBI:36110,True,unfiltered,50,1,36,4.8907,0.6136,4.2771,refmet_ranked_low,False,False
purine,MS1,parent/child or substring (generic vs specific),CHEBI:17258,CHEBI:35584,UNII:W60KTZ3IZY,CHEBI:35584,True,unfiltered,50,1,2,3.3229,2.4881,0.8348,refmet_ranked_low,True,False
pyridoxate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:17405,CHEBI:132948,CHEBI:17405,CHEBI:132948,True,unfiltered,50,1,,2.4199,,,refmet_absent,True,False
resveratrol,MS2,same-molecule variant (stereo/charge/acid-anion),CHEBI:27881,CHEBI:45713,CHEBI:27881,CHEBI:45713,True,unfiltered,50,1,3,2.4871,2.4051,0.082,refmet_ranked_low,False,True
ribonate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:21077,CHEBI:33527,CHEBI:21077,CHEBI:33527,True,unfiltered,50,1,19,4.8641,0.6891,4.175,refmet_ranked_low,True,False
sepiapterin,MS1,same-molecule variant (stereo/charge/acid-anion),CHEBI:16095,CHEBI:194527,CHEBI:16095,CHEBI:194527,True,unfiltered,50,1,2,3.1276,1.5182,1.6094,refmet_ranked_low,False,True
serine,CURATION,multi-id (biomapper ambiguous set),CHEBI:17822,CHEBI:16523|CHEBI:17115|CHEBI:33384,LM:FA01100045,CHEBI:16523,True,unfiltered,50,1,,2.4849,,,refmet_absent,False,True
sorbate,MS2,same-molecule variant (stereo/charge/acid-anion),CHEBI:35962,CHEBI:36550,CHEBI:35962,CHEBI:36550,True,unfiltered,50,1,,4.8693,,,refmet_absent,False,False
sphinganine-1-phosphate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:16893,CHEBI:57939,CHEBI:16893,CHEBI:57939,True,unfiltered,50,1,2,3.1585,2.4892,0.6694,refmet_ranked_low,True,False
syringaresinol,MS2,same-molecule variant (stereo/charge/acid-anion),CHEBI:49211,CHEBI:47,CHEBI:49211,CHEBI:47,True,unfiltered,50,1,3,2.4997,2.4622,0.0375,refmet_ranked_low,False,False
tagatose,MS1,parent/child or substring (generic vs specific),CHEBI:47693,CHEBI:33954,CHEBI:47693,CHEBI:33954,True,unfiltered,50,1,2,4.8682,3.0992,1.769,refmet_ranked_low,True,False
tartronate (hydroxymalonate),CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:16513,CHEBI:17649,CHEBI:16513,CHEBI:17649,True,unfiltered,50,1,5,3.1329,0.7628,2.3701,refmet_ranked_low,True,False
taurochenodeoxycholate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:16525,CHEBI:9407,CHEBI:16525,CHEBI:9407,True,unfiltered,50,1,2,4.9014,2.434,2.4674,refmet_ranked_low,True,False
thioproline,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:64564,CHEBI:45171,CHEBI:133584,CHEBI:45171,True,unfiltered,50,1,2,2.491,2.4573,0.0338,refmet_ranked_low,False,True
threonate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:15908,CHEBI:15243,CHEBI:49059,CHEBI:15243,True,unfiltered,50,1,,4.8625,,,refmet_absent,True,False
trans-urocanate,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:27248,CHEBI:30817,CHEBI:27248,CHEBI:30817,True,unfiltered,50,8,2,4.9145,1.5672,3.3473,refmet_ranked_low,False,True
trehalose,MS2,same-molecule variant (stereo/charge/acid-anion),CHEBI:27082,CHEBI:16551,CHEBI:27082,CHEBI:16551,True,unfiltered,50,1,2,2.4954,2.4662,0.0292,refmet_ranked_low,False,True
tryptophan,CURATION,multi-id (biomapper ambiguous set),CHEBI:27897,CHEBI:16828|CHEBI:57719|CHEBI:57912,CHEBI:27897,CHEBI:16828,True,unfiltered,50,1,2,2.4959,2.486,0.0099,refmet_ranked_low,True,True
tyrosine,CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:18186,CHEBI:17895,CHEBI:28479,CHEBI:17895,True,unfiltered,50,1,2,2.4857,2.4536,0.0321,refmet_ranked_low,True,True
undecanoate (11:0),CURATION,same-molecule variant (stereo/charge/acid-anion),CHEBI:32368,CHEBI:32369,CHEBI:32368,CHEBI:32369,True,unfiltered,50,1,5,1.409,0.6577,0.7513,refmet_ranked_low,True,False
valine,CURATION,multi-id (biomapper ambiguous set),CHEBI:27266,CHEBI:16414|CHEBI:57762,CHEBI:27266,CHEBI:16414,True,unfiltered,50,2,3,3.2726,2.4643,0.8082,refmet_ranked_low,True,True
